id,Comment,Hate Category
3263,@Kashmara Natureschild tika muchukondu hogale kandiddini First nimmata sulemakkalanu kollabeku,Violence
2218,Leee dam dam dagar,Gender
6175,Baket??? tv ge bere kelsane ellaa..... Enta chappar galanna tagond interview madtiralla??????????????????????????????vikas benki marre ninu??????????????????????????,Others
6435,Kittogiro sule muchkondu kuthko,Gender
1933,English bere edhuke Kannada ne netuge baralla gobege,Others
263,Modi ge question mado dairya iro vyakti andre adu sidramayya matra... Mikdavrella neev helidde correct anta nayibala tara avr helid kelkond idbidtare.. Next CM should be sidramayya sir..,Political
3681,Dawood ge sikshe agbeku avan aman sulemaga dawood ð¡ð¡ð¡,Religion
4808,Le lowde ke ball rohith sharma du not out adruu out kotruu adru bagge mathado gaandu gaandu ð¤«ð¤«ð¤«,Gender
6683,Gambit is kirik nanna maga . he only started acting like monkey. He is not fit for player and political leader how many he will next election is coming. People teach lesson for this monkey.,Gender
6340,Eestadru idkondidirala nimge odibeku metnali,Gender
964,"hudugiru.. outlook ge bilthare madam.. not for the internal characteristics, internal beauties, western cultures, styles, fashions, cake/night parties",Gender
4530,"TIPPU HODEDHA REETIYALLE SIDDUKHNA BERKETULLLA hodedhu hakabeku ... jai NANJEGOWDA, URIGOWDA .... JAI OKKALIGA.",Violence
7325,@Bharath NP ðâ¤ darshan mele astond love idre hogi avndu unnu ... Lowde,Gender
3857,Bathroom li  kultikondu pose kodtiala iga swalpa  kodu,Gender
1231,Berakiputra.. Yav hijda huttidano eno,Gender
663,Tamil janara character nodidira heng adtave baddetavubtandu,Geo-political
968,Thu movi nija wahi islam annu Ari yeari fast,Religion
255,Sule maga sabhadyaksha ........bjp ge dikkara?????,Political
4984,Yarava muduka muttala ninn rajya aliddu sakilva idu beka,Geo-political
7075,Rythara neerella tamilnaduge bitbitra?,Geo-political
242,92 Pakistan sulemakkalu dislike madidare ??,Geo-political
5043,boli maga tanu bp jasti madkondu namdu jasti madtane,Gender
29,Ala evaru kannada mathadala antha helid thakshna yake aka paka jana nagodu yake astondu Ahankara e janakke thu nim janamakke nama kannadigaru nijavaglu dhoda manasina janaru yakandre yavathu bere language ge yandu avamana madidavrala antha olle hrudaya hondiroru hats off nam kannada janakke am really proud of Kannadiga??,Geo-political
2475,"They first convert. Admele fake passport madi dubai or Saudi ge kalisthare, allinda ellige kalisthare antha god knows. baaddi maklubsulerige huttidav ivu",Religion
8015,Hucchu Sule makkala sante andre hinge erutta di......,Others
6231,nija brother awle  bekntle vedeo maadi bitido bewrsi munde,Others
7599,"Ayyo ivlge makke hugudru nachke agalla bidi,,, ivle great ivlge ivl madodella sari ivlge,,, ella mannu thintare ivl matra anna tintale,, makkugiri ivlge",Gender
1002,Sule makalu btv avru,Others
614,Btv Sula makla nen amun boli Munda,Others
5957,Go VEGAN ?? Sulae Makla..<br>Watch atleast 1 of the below VEGAN Documentaries First and then talk about Consuming DAIRY PRODUCTS mamsa mamsa anta yak saytira,Others
1467,Bjp ge jatka cut madbeku ð,Political
7814,Nimunela hutsodru badalu condoms erlilva nimma appa,Others
6104,"Nayina togondu bandu,simhasana mele kudsidre hige agodu....annayya..............",Gender
3350,Kanale neru bantha ama yantha <br>Magalana hethseya ??????????????????????????????????????????????????????????????????????,Gender
2354,Lo kachuda news channel gala intavrne interview madi.... Yella henmaklu ivlna nodi kalili... Ogi hel thinni nevu news oru,Others
3217,Yavan bandru nem hanebaraha este kandro tarle mundeva yar bandru nemmanna manel Erok bettu evru kule madok hogtara,Others
929,Thuuuuu ninna ninn jati bagge matadakke nachike agbeku,Religion
4772,A ugragamina saha ella kallinda hodidu sayisbeku ella uta kodade: avan prana dehavanna bittu hogodu avanige gottaga beku,Violence
6030,Mamsa dhanudda! Dana tintare handi nu tintare e muslimaru,Religion
108,"E taatange kashmira file movie Torsi, and devstana kedavi masidi kattirodanna dalu karedukondu hogi",Religion
5324,DON&#39;T WORRY INU MANGALORE ALLI BENKI HACHUA TIME BANDIDE AVARU HORATA MAADLI NAVU SUMMANE KOTHKOLLALA NAVU KUDA READY AGIDEVE NODUVA AVARU KUDA EDUCATION HEGE MAADTARE ANTA ðªðªðªâï¸âï¸âï¸âï¸ðªðª,Geo-political
319,"Huchsulemagane..... Love jihad , gohatya , kaanunu rules paalsalla , population thumba bega growth aagthirodu Islam du ka bevarsi ....",Religion
6607,secularism namma deshakke kantaka,Religion
636,Bandh madoku percentage beka... Yella bosadi maklu,Others
3394,aa muslim sule makkalige intha save barbeku,Religion
4429,Yella bittavu big boss ge doddavu,Others
420,Allina lingaytharu ee bari sariyage buddi kalisthare muttidkobeku,Religion
6307,Muslim anti indians .pakka 420 galu,Religion
836,Oddhu  olage haki,Violence
1707,"Hindutvada adharad mele iruva ekaika rashtra bharata, nimmanta hiriyaru heege mathadidre mundodndu dina idu muslim rashtravagi hindu alpasankyataradru achari illa..inta vichara iruva manushyananna khandita nambabedi..doddadagi bhashana bigitane..muslimaruge illi jaaga kottiddeve.. Iruvudadare iri.. Illa andre pakistanakke hortu hogi..  Naavu hindu aram agi badukutteve",Religion
79,Malleshge dikara  ayo bai muchu,Gender
5402,Yke anta loffer ge oddu olage haki gallige sersi,Violence
7296,Edu yavado dagar Mane edde hage edeð,Gender
6720,Tale ketta huccha . Muslims tika nekko giraki ivnu. Yaro saiba free aagi maamsa kottirbeku.,Religion
5355,Next week sonuna eliminate madi yaru esta padalla,Others
352,garbini hongasige trisula hakida gatanege yaru responsible heli,Violence
4360,"Sir,Yasin Malik and bitta karatee ebrunu galege yerusbeku",Violence
3468,3rd class congress party...ivara mukhavada kalachi bittu,Political
5323,Nin akkan sede mundeva??????,Gender
7078,Thuuu loperrr ella hudgiru olleyavaralla hage ella hudgiru kettoru alla ella avaravaru madiddu paapa,Gender
6964,"Btv news avre nimmalli ondhu nanna vinanthi <br>Namma rajyadhalli halavaaru samasyegalive aa samasyeyannu janarige thorisi adhakke sambandhapatta adhikaarigalindha sookthavaadha parihaara siguvanthe Maadi,<br>Halavaaru prathibhegalive avarige vedhike kottu janarige parichayisi <br> News channel andhre ondhu jawabdhaariyutha channel aagiruthade <br>Trp goskara Inthaha tiktok naachike illadhavarannu film actor galani vedhikeyalli koorisi nimma gauravavannu kaledhukolladhiri",Others
6997,Basavaraj bommai dkopa eg ninna kivigi hoovu ittidare Jana,Political
5641,Nine dodha goliju,Gender
2840,First ee news channel anchor ge matte channel head ge mettalli hodiri amele ivlge avr ammange hodiri intha kachada kelsa madirolge support madidikke,Violence
571,Leee bevarsi nimkinta aa madrasi gale eshto vasi,Geo-political
4889,"Lo gandu ninu yamana hatra hogo samaya bandaytu, namma deshada janara shaapa tattade bidolla.",Violence
6706,@viky thika mucho looo naaayi??,Gender
6348,Bommai waste cm ðððanta eega gottaytu,Political
5038,Karnataka nasha aagabeku annuva sarakara ea congress,Political
2689,Srirangapattanam temple ge enagide anta nodi. mattu namma hanuman temple Muslims forcibly akramana madiddu.. himse avara astra vagittu,Religion
6089,Hindu rashtra   tonne   madtare <br><br>British boot gulamaru    rss   bjp    ð¥¾ð¥¾,Geo-political
3790,Film alli hero real life vilan,Gender
3377,Hi tirpe munde nin mentor alla RCB dagar nin mentor madiddakke team kate mugade hoytu,Gender
2990,"Nenne monne child nan maklella nam boss ge mathadtara gandu naveen, gandu gambirð",Gender
3476,2000 nalli Gujarat nalli godhra galabeyalli muslamanarannu hathye madsidha modhige shikshe yavaga.,Religion
5491,420 cm nalku janmada dhimaku,Political
4764,First e news avru gi hugibeku,Violence
7926,Edu agle fake antha edare gandu dagar  fans??????????,Gender
7047,Nin maglige etkond hogi covert madil alwa adke ee reeti matadtiddiya,Violence
865,Big boss alla sex boss function modalu nodtidde evaga bitbitte tuuuu,Gender
3158,Nam esta nau yava films..adru nodthive aduna kelike neenu yaru,Gender
7096,Dolly rachita ge line hodita idda..bidi bidili..avanu ok na. Avaninda enu kalibeku.. road roadalli line hodeyoda..,Gender
6207,Yaavde shaatad mele shadane ewldu ella kamangigalu anchor aagtavre,Gender
7648,King tunni solemaga,Gender
5901,16 lakh subscriber idira e channel ge nivella dagara ge huttiroru anta confirm aytu,Gender
4676,Mindri muduka Sule maga,Gender
1888,Bucket channal ivaru en kittgtare,Others
3360,yakri kushi hig madidri nive matadod Kelli namge novagatte harish heg agirbeku  ene tap madli adre hennu andmele kshamiso guna erbekri,Gender
5124,Kathhe ge vayassagide but buddi beledilla,Others
5138,Thu nim vaysigadru bele bedwa . Nim antavru janakke olledu tilsbeku ee tara Matadbardu. Video hakidirala Nimg first manners illa,Others
1353,Ei habbadalle bali kodabekittu hindu virodhi congress paksha wash out in India ei tagarige iennu belalikke kodbedi amele adakke Ruchi eiralla,Religion
1276,kannada matandilla Andi Adakke obba mahilege yesteuGun,Gender
7419,Bagni guta andre edu ????????????,Others
1062,@#ps hesaru helallikke agada naradhama sulemagane. Mucchu ninna helu tinda bayiyanna. Lofar,Gender
5147,Ninu bega saite boli maganeð???ð???ð???,Gender
7337,"@Rahul H Brahmins idi samajane odedru ,avra mele attack ? Avru estu janara life haal maadidru tamma swarthakkagi annodna arth maadko first mooda",Religion
5391,Superð??? sir tatei IVARIGELLA ENU PHARAK BELALLA KOTHNANN MAKLU bevarsi madrasigalu,Geo-political
554,"le bewrsi so sonugowda chplli kithogo hage hoditene nino maryadaste helidre nin bathroom 18minit vedeo nodidare yalro tho nin janm ke maan maryade ilwa ninge salo aadro ninge maan maryade idre hogi saai ninind olea,hodgiyrigo ket hesru,tho kachda munde sonu gowda",Gender
7155,Nim avva Nan jote bula thullw anta drama madiradke nin huttiddu chtya Nan magne,Gender
5723,nivu sule maklu nimage yaru heliddu illi iri anta jati antira,Religion
1211,Nadyale chapper munde,Gender
4018,Bucket TV enro nimdu ond show nu nettag madak agalla,Others
4931,Nin tulge nan jod sigako,Gender
7359,"She is kacchhdda, girl",Gender
5754,Tu ninoune randi suli  ninna tullaga tunni jai kannada,Geo-political
7537,ivalanna yar guru karsiddu RCB mentor aagi dagar ??,Gender
6131,Daridra btv,Others
3123,Ee fake storiyannu nodi samajakke yaavude laba illa. Budhiyillada sangigalinda producer hana madida.,Others
5512,Ayyo nin voice ge nandhu sikakka.....hey bitch....,Gender
1108,Nkn report madro,Gender
3594,ISLAM DHARMA HEGIDIYO ADANNE ISLAM DHARMA HELUTTE ASTE TAYI....NEENU THU KACHDA BJP JANMAKKE BENKI HAAKA DESHA,Religion
4648,CD King .chapala chanigarya,Political
1504,Kannada mathaduaranu rcb select madi  nama desha the  daddaru,Geo-political
1973,Adikke vayasadamele buddi kadime aagutte andu nale Dina nimgu sersi Koch hakdaga gottagutte guru ivattinadu dabeda nale du du,Violence
6001,"Sandarshana madoru hege mathadbeku big bass enu swarga sonu devathe annothara helthiya thukali soo,,,, mundera",Gender
2748,inthor hing agbitre innu youth boys and girls hegirabeku.... naachikedu mundevu,Gender
1596,Amma maglu ebbru bayi bittre  bere henn makkl bagge matadtare nodi,Gender
1581,Freedom app modalu tegiri henu dodda sadane madidatara Elli bandu bogulutan,Others
4622,Karnataka No.1 bucket ??????...,Others
5018,Avaligenro gottu yuvadopu <br>     Karkodu hogi mavina thopu. Nimge modle buddi illa thundu batte hakidre saku anthoranna Mike hidkondu intervie madtirallo,Gender
145,Amman munde kalmele kalu hakondu erorna tv li torstare ??,Others
807,innu munde artha agatte jds mahatva enu anta .. Adre ee mudiya obba saybeku ashte,Violence
4193,Muchappa saaku kandidini nimm jatiyavaru madodanna,Religion
3502,hi sule nimm hengasarige idu olle kelsa,Gender
6362,Kitogiro munde,Gender
382,Thu yaavo ivella????,Gender
2418,Ninu antavle bidu. Tayianthe maglu. Honnayakanahalli li ninu dodda dagar antha modle elargu gothu,Gender
7816,40%B J P THU,Political
994,Mudukaniga duddu kottu halsiddara yalla drama ee politicians enu madoku hesalla aa rajyadinda bandu nammanna altare,Geo-political
7771,Evaga onde dhari kashmir  dalli hindhugalanna sayisi hodsiddaralla ade reethi naavu muslim  mara mangalu namna hindhu mangalu aa manegalanna kashmir  pandith  avarige kodsi,Religion
6728,CM bommai avarige baidre bejarilla ...adre n vegetarian helru hottege 3 hottu mamsa tintara <br>Half kwledge etkondu maatadbeda ....chicken maadbekadre onion Tomato rice henu tinnalwa ....bari mamsa tintiya hottege swalpa tilkondu maatadayya ...yaro 1 kg mutton  kotru free agi anta bayige bandage maatadbeda,Political
7964,Pethmundede  kapalak barsi budhi helavru yaru illa adukke e thara chaglu ninu thu thu thu papi  antha hudgunna miss madkondalle papa harish,Gender
6148,Thika muchkondiro fool. D. K. Shi levelge ninnappanaane barodilla. First Neenu win aagodu du. Ninna Anthya Kanditha.,Political
2227,Kera thagondu hodithini ha Sule ge ?? papa super actor nam siddarth ???? thumba miss madkontha idini,Gender
3478,Guru next match alli naveen ge 4 over alli 100 run chechodu antu pakka .ipl atwa international match yawde eddru..<br><br>Hinge swalp Dinda hinde westindian bolwer obba egrda<br><br><br>Ewga awna address ellada haga agide<br><br><br>Munde naveen Kate kuda aste Guru,Others
3262,Ammange respect kodama modlu... Amman kashta ammange gottu... Yaro ninna sakirbodu bt 9 month kashta patte boomige thandirodu ninna... Le first yengirbekuntha kalii amele mathadu.,Others
6615,Istond attitude  olledalla  meghana,Gender
1915,Kerla story ne fake ansuthe sir .....jathi bage movie madi popular agake sumne story create madii madidare ansuthe...ee story nija agidre nam Indian govt enu madetha eethu aa time ali  ...?,Others
2373,Soolemakla <br>Hindu Muslim bai bai antidralro soolemakla<br><br>Fck you Kerala,Religion
2923,Gamber oba crecketer alla Ondu chika magu ado batting taranu gamberge adoke barodilla gamber 2nd 3rd standard makalla jote adoke layaku,Gender
5261,Fake...thu Sule makla yen sigutte le nimage,Gender
1363,tuuu yastu ketadgi matadiya kushi Good byeeeeeee,Gender
1439,Neene Dodd galiguuuuu,Gender
351,SHAATA DESHA...KARNATAKA BIKSHE BELUTHE...SEPERATE STATE ADRE,Geo-political
7024,Chonu  mansinda opko awdu tappu agide Nan inda anta..e tara yaru madbedi anta helu.....ninna yallo  edtahre ..nam jana .nin madirode doddu kelsa ankondu attitude yalla  torskobeda......ninn nayi gintha kade madbidthre..husharu,Others
6508,ADIKKE THIKKA ODITHA IRODHU...<br>TAMIL NADU BIDALLA,Geo-political
4165,"Nanenadru aval amma agidre utadali visha kotu saisbidthide e nayege, c how she is dominating her innocent mother",Gender
158,Karma guru!!ð¥² <br>Akkaavr illigu kaalitruuð¥´,Gender
6217,Great young man ansul saxena. 96 desha drohigalu dislike madiddare,Violence
989,Looti hodiyo bagge mathadi next cm siddhu  Karnataka king congress,Political
5119,Bekitta idella . Thaku maduve life nalli onde sala,Others
2382,Evaru hige jagludade madtar,Violence
3693,Loo tika muchkondu correct agi mathadu adu over agression,Violence
2352,Hight weight Ella kammi ....namge ond hudgi naanu. ...est kicch ide mansallli Andre. .naav en madok sadya yav tara revenge teerkobodu nan antha gottagtilla. ......,Violence
5662,Thu nin janmake. Nettag kannda matadak agalla illenak sayak bandidiya,Geo-political
8057,Avr cool agi mathadthane but nivu thoooooo,Gender
2585,Prathamanata Actor  yaru Sitka Hilla   Ango Actoragidiya bere vichara Na  Andabakata chanallnalliro. Ancor helbaudu.   beedi,Gender
5940,"Tu nim janmakke, btv, bere news ilva",Others
6263,Public TV deshadrohi channel,Others
4547,Muthalikji yaava islamic janaanuu kashmir pandith hatya bagge maataadollaa..yestuu maataadruu... congress party ruling timenalli hindugalannu Gulamaraage maadidduuu..muzahiddin organization supporting persons namma madyee nee iddaaree..hottee huriyuttee.. HINDU DHARMA VIRODHI maadorige bembalisabeedee,Religion
7556,Lay samajavaadi muduka nindu  ooragala hrudaya edre Muslim ge handi tinke helu nam dharmada bagge nalige haribidbeda,Religion
132,Congress nirmula adagle e deshadali samadana erute.. so bjp ge vote aki e congress na nirmula madi,Political
3839,Pratam koti nan maga edella whatsup university students,Gender
6544,Siddu sir ondivsa mannu mukkuttare that&#39;s for sure,Political
5895,Nina.meravange.madidarll.Ninenu.helodu..ninahathra<br>ero.hanadalli...115.mla.galanna.karedisaboudu.....,Political
2439,ivanobba saaku dehs haalu madoke,Gender
1376,Anchor du nimdu dress ??saryag iddera,Gender
1151,Aa yemmanige yak sir estu budhi helthira uttake maryadhe kodha jana evaru ð,Gender
5867,Poli munde sonu,Gender
3663,Kotwal sisya .. jail alli irbekaagittu.   Modi/shah govt also sleeping.   ,Political
1488,Thuuuu alkA bevarsi mundhe meghana....yentha olle hero Harish sir missss u lottttttttt ??,Gender
2211,Madam muslim hudugaru hindu hudigiyaranna vashikarana maadi love maadtare,Religion
3959,NIMM AMMAN SULE MUNDE NIN TAAYNA KEYAAAAA NIN NAN TUNNE TARA EDIYAAAAAA NIN TULNA KEYAAAA EN DODDU ENGLISH UTTIDOLA NINU ENNODH VIDEO BIDU,Gender
7448,Jammu Kashmir en Pakistan avar appanda..namma Soldiers enu bitti biddilla,Geo-political
4122,Mana maryadene illa,Gender
4537,"Secularist cpartiyavarella idannu allgaledu, adu isolated incident, idee Islam community aathara illa anta, sabara manege hogi bandu, sabara ghandasarannu maneyalli serisidare, ade ghandasu ondu dina nimma magalu, hendati, soseyarannu harisikonda hoda mele nimage gottaguttade. ",Religion
1110,Brother nivu File The P.I.L. on against him...madi,Others
6416,Naveen kathe illige close ...mugsi bitta..ð,Gender
1874,"Tata, idu yavttu hindu rastrane, nivu muslim ge hosa rastra madi kodtivi don&#39;t worry",Religion
1579,BTv change bucket change edther,Others
3449,Nin nettage kuthukole,Gender
2108,"Guru  ivlna ,, bigboss editor stpny kanroooo,,,",Gender
2210,Aviveki Nan Maga sidramulla helibitrea agoyta?,Political
1628,Cm  bomai navare nachike aagalava nimgage nim kaaladalli PSI hagarna aagide  thu nima  BJP government ge chapalli tokondi hodibeku,Political
7316,match fixing madoralla enta aatagararu,Violence
3438,"Vote kelakke  musleemara ( site) jagadalli bundhu  kelidare  Kalu catharsi BJP ge Dhikkara  BJP poison  ,  jaibheem â?",Political
3807,Yaak banthu akrosha antha kelthiya neenu journalism madthidya thooo,Violence
1378,Pakistan Pakistan annotu nodi yaru support madtirodu anta clear agi gottide,Geo-political
4900,Aswath embha nalyak mathadu  manga neena hethawaru dharadaru,Others
3044,"????????, Hagidre 2002 ralli gujrath dange yava sulemaga Bandidda...<br><br>Gujrath dange bagge Ondu film madi thorisi.",Geo-political
5960,Voters hucharu ashte.  development karnataka.,Political
5207,Neevan comments off madavne ðððnakkan Lucknow team full comment off ð¢,Gender
1364,Pratham hindoo  babar  avna appa aagoke saadya illa mostly ninnappa irbeku adke babar ge baidre ninige urita ide,Religion
4980,Idiot speaker yarivarella,Political
7501,Hogele lowde ??.  <br>Jai kannadambe??,Gender
5671,Sule mundera thode thorsankond kuti dira nodok aktilla..mane ge banni mathadana,Gender
2432,dhar anta hesariroru ella pandits ee..pandit agi ulida pandits na konda fame avnige sallutte,Political
1869,hindu spirit hallu madi egga<br>4muslim katrisi avaga hindu hagguthare ....<br>cinema nodi hindu hagi <br>estu dina elli malugidrappa hindu galla.<br><br>hoogoo huchappa,Religion
1145,Barri natka nimdella congress avru kas kottirbeku e yappange ð???ð???ð???ð???,Political
5994,Naayigala jagala??,Others
4778,Hindu Dharma halu agide nimanta jativadigalinda,Religion
6034,Tu nin janmakke ivar galinda nav oor bido hag aytu blore alli idre namge neerilla,Geo-political
7608,Please Back word and dalitharu don&#39;t vote bjp mata hakabedi,Religion
4399,Troll sule,Gender
6554,Bommayi ingineering padhavidhara dikeshi<br>Sslc  kotwal shishya. Adakke ekavachanadalli matadodu,Political
7815,Ee sule maklu sabrugalge huttiroru,Religion
6535,Yen mental guru evlu aden douv madtale paa<br>Famous aagbeku antaa aase idre halavaaru daarigalive <br>Batte bichkondu video madodu vande alla adrinda maryade hogatte,Gender
3752,idella nilbeku andre Gandhi family sampurn sarwanasha agbeku,Political
325,E nayina modlu pakisthanakke kalsi,Geo-political
1855,Yee Ee thara sahata savra Audio hakhudru waste.. En kalthana reap madidhara.. Yakh ist yelithidhira TRP nimvn mideas,Others
2383,Sulle makllu ninu Btv avree thuu,Others
809,Inthavaran ban madbeku,Gender
1621,Lo lovdy mundee yaru Sacha alla antha helbeda k neen Sacha llla k na.... Lover andha thakshna Ella thorsbeka ..idhu Hindu samskruti alla thilkoo,Gender
2527,Yen karmano,Others
5638,Tamilians na hod du kalsi allige bidtivalla alle kudili,Geo-political
6685,@Pavithrajanu Pavithrajanu Sonu ge madeve agideya ella mathe avn boy friend heldha antha batte bechi thors beka adralley artha madko avl yentha avl erbeku,Gender
735,Ivl show madtavrala mett alli odibeku press avre thu??,Violence
7887,Harijana musslimma byby amara hindu cay saw high muslim nayi,Religion
7754,Virat Andre agreessionð,Gender
4700,420 a s n 40/ sarkara maga,Political
378,Sudeep sir sari avlig makke ugiyokeð¡ð¡.... Modli horag hatti sirððð,Gender
7849,"Khadar Yaa sha... chali nu bidsilla,bari olu kathe...",Political
6209,Nim avva Nan jote duplicate ag keyskondlu adikke nin huttiddu chtya Nan magne,Gender
7207,"Tu students West ,Bari aligetionð¤«ð¤«ð¤«ð¤«",Violence
2474,Ashwath nararyana loper Nan maga,Political
6790,Neenu hucch nan maga ð,Gender
5192,He bjp sarakara tu nimma jaati  jaati madde jagala hacchuvaga  nimage mana maryade ella yakandre narendra  modi nimmappa alva thuu  nimmmmn,Political
1166,Sule munde,Gender
5730,Idu world wide ide but election gimic agbardu what a number difference 32000 inda 3 thu ivn janmakke,Political
1896,Speeker RSS goonda,Violence
916,"Learuna,ootayakmadde,kakkayakmaddeanthakelthiyallo",Others
4785,Sonu gowda mindri,Gender
3578,Sir nimge confirmation ella andre niv video headline na yak atara haktiya swalpa nu commonsense elva,Gender
1777,avaru Khan gress pappu siddu Khan brothers,Religion
4919,Maana Maryade Bittovru Oorige Doddovru Anthaa Sumne Gaadhe Maathu Helilla Best Example Aste Idhu,Others
5781,Kothnanmaga Akbar hucchnanmaga Babar is Super ibru muslim nann maklu,Religion
4281,Neen bekadre avr thunne unnu... adh ninnista adadru iratto ilvo ee hijda galige,Gender
4069,"E news avrge buddi illa ivlu yav Dodd celebrate antha karsi interview madtidira Dakota,,,,,ivl range ge innu yav script hu bandilla anthale bevrcy",Gender
3177,Banri namm uralli innu gudslalli eddkond makluna odusthidare bandu interview madi show thorsolna show alli interview madthidira,Gender
2779,Ban hijab and suspend aa muslim chinaaligalu,Religion
5983,Enadhu caption kadak utharaa????<br>Avlu muuru bittavlu adhikke nonsense agi mathadthale,Gender
3863,Ninu hettirolu antha gana karya kelsa madidale alva papa adike troll maduvare....avulu avul batte shivaaaa,Gender
3890,Ashwath narayana psi scam voter ID kalla,Political
4645,yaru madilde iro tappu madidala anta keltirala ?????? support madtidira magluge,Gender
7331,Nin English ge nan lavda..... Lofer munde,Gender
5631,@AIO All In One nim amma nu ninne nang kalsovle so ninne nim amma videos nodi sakath mood banthu nim amma na kalsu bro... nan ning second daddy agthini??????,Gender
4679,E Congress sulimakle Tamil nadige niru bittidare,Political
6047,English alli mathadbedi sir... Aha soolege Artha agalla ð,Gender
7460,Ninbagge think nan maguldu karnataka janate ne nodidralappa anta yachane madthoure,Gender
3083,Berke sidhu 420 nan maga,Political
7916,"yaru saacha alla , annoke agalla neenu... neenu tappa madidiya , adakke bejar madkodu bittu samarthane madkoyiyala... matte bere janand bagge matadatiya.. namma karnatakadalli bahal Jana innocent idare... neenu tilkondiro Tara yellaru madalla",Others
1198,lofarnanamakala.baujet.adamele.thikaurkolli.,Political
6014,entha entha avru  kashta pattu madirthare avruna bittu 500 reals ketta ketta photos akudre ivru en kastha pattu avru,Others
6185,Stupid show ??nayi handi gala show,Others
4520,Ondu kapalakke edi avle yella sathya bai bidthale. Ammange estu bayolu ennu batte bicchi dans madidre yenu avlige avle hemmari enu avla amma yake. Sulu heli yestu dina meribodu. Yella class kotte karkondu bandavle hemmari,Gender
5945,Ninn tullu yallaru nodyar tago,Gender
5765,Ooge awar thikka nekku,Gender
7687,Boli Maga na ninu csk fan na,Gender
7567,Bauarce.munba.matu,Gender
1143,Yaro evnu thukali ellida bartaro ivarella hora rajyadavru,Geo-political
280,"...bharata nalli utamaade Pakistan alli vanthimaadthiraa ,Kashmir Pakistan hogeddary channagethu antha aa turka country gy support kodo nevu galu jaasti baimaada baaradu turka saibu uneducated muslims",Geo-political
3210,Sonu Neenu enna swalpa kalumele ero batte thegdu kuthkollama thu nin janmakke.. aa thayegr helthale aage kuthkoli ege kuthkoli antha,Gender
1085,Sonu matadod nodudre Tika ella uriyutte olle chaild tara adtale,Gender
4129,Dagar mundevu,Gender
6653,Thu nin avanu,Gender
623,Avanu yentha supreme court judge guru.... muchkondu Karnataka bandh madi one week.... bagillu muchhhi sariyagi,Violence
5046,Idu south kade agbekittu Ivrige sari goota baddu direct Yama loka kke kalstiddru.,Violence
2003,Sonu Amma Sula munda,Gender
2329,"lo thamma movie hogi nodu artha aagutthe , yen movie antha. Aa terrorists saayisirodu kashmiri pandit maatra alla , alli muslims idu thappu antha helidaro avrnu saayisidaare bekandre google ge hogi research maadu artha aaguthe. Ee thara baseless comment maadbeda bandbittu. This shows how ignorant you are ashte",Religion
184,SULLINA KANTE BJP YANNU KITTOGEYIRI DESHA NADANNU ULISI CONGRESS GELLISI DESHA ULISI BJP TOLAGISI,Political
1747,Bereyavar recording keloke nachike agalva..,Others
2123,Boggi puti sule munde nataka maadthale nambabardu ????????,Gender
4389,Ede Karnatakadalli Dhalitharannu Maneolage Benki ettu Kondaralla avaga E Moorkarige Kaneeru Baralilva thoo Nakali Hindugale Bari acting,Religion
2644,Bucket ?? channel,Others
6705,ijadagalu eli eli mel janare naavy nyaya maaduva kashimir issuege pandithsge namma help avarugalu namm annatammadirarru kashmir yaara appanaddu yaava turukanann maganandu avara amman soole makkalu,Gender
752,Bitti biryani kodthare..hogi tingu munde nadiyo halka sulemagane.. ðð,Religion
270,JDS bage yako matadtya gaandu,Political
1000,Hello muslimarru kasmira dali oddisuvag yali sattidaru,Religion
1454,Kittodnannamaga en dudd kotre kole bekadru madtane,Violence
3821,Muru bittavaru yarige deha kottoru?  Ee hijda gala?,Gender
1970,"Kalsu guru horgade,, est dena ettkond erode hecchuð¤¦ââï¸",Gender
2283,Eevaranna  karsi nihu  thappu  maadidiri  sir  eedu hanchali  eevlu,Gender
7847,Ley lowde k bal first hogi history na correctag tilko ðð,Political
606,Half kunne rande maga ninu,Gender
5419,Kotnanmaga akbar???? babar jote enittu ivana sambhandha,Religion
3322,"antha GAYLE,VIRAT,ABD helaythu innu evalu yav **",Gender
7703,Modlu e melvarga davru ellrunu equal treat madodu kaliri.,Religion
3192,Dagar sulle munde,Gender
7606,Ayogya nannamagane yav hengsu hettidalo ninna,Gender
202,Dongi spekarð¡,Political
2033,Population rise avara MUSLIMARA  koduge...ð¡ð¡ð¡ð¡,Religion
1404,Mhaddlu.ninu.daesh.bittu.hogapp,Geo-political
5891,"Even Manglore, Udupi and Kerala ella islaimic tumbide",Religion
6659,Mendre ge hogi todro sir congress<br><br>Film?? super?????????? sir,Political
1698,Ayyo murka fan gale <br>Obba vyakti movies hero adre or dana darma madidre hero agola<br>Obba vyakti ellaranu respect madbeku then  only he is real hero<br>DON&#39;T BLINDLY BECOME ANYONE FAN ONLY BY MOVIES HEROESIM.... <br>real hero always <br>The DR. RAJKUMAR SIR????????,Gender
5784,Avar kottiddu ninn tale halagi hogrle avar desh kattatare avar jotege hogappa,Geo-political
5912,Soolemaklu kongru,Political
7762,Inu intadela anyaya ela jasti agute. Congress party bantala.ela hallagi hogute nodta iri,Political
154,Congress paksha erovarigo desha munde baralla,Political
